NO,ID POOLING ORDER,BUSSINES SEGMENT,ORGANIZATION,BOOKING DATE,NO JOB ORDER,NO FO,CUSTOMER NAME,SAT (SERVICE AGREEMENT TYPE),CONSIGNE,SALES PRODUCT,ESTIMATE REQ DLV DATE,PRODUCT,ATTACHMENT,CONTAINER TYPE,QUANTITY,FREIGHT TYPE,TRANSPORT TYPE,PICK UP LOCATION,ADDRESS LOADING POINT,ORIGIN,DROP OF LOCATION,ADDRESS UNLOADING POINT,DESTINATION,COMMERCIAL ROUTE,SQ NUMBER,DATE CONFIRM,CONFIRMED QTY,TOTAL MISSED,REASON MISSED,STATUS POOLING,PIC NAME,UPLOAD DOCUMENT,,
91,SM-D000098,ILS,Tanah Merdeka Petra - Sinarmas,22/07/2026 17:30,SI DO : F1O0000675 - 2334109170,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,23/07/2026 10:00,CNTD40FT,,40FT,19,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT Bunga Plum Logistik,,,DEPO PDT,,,Depo Arround Priok - Pancaran Depo  - 0 - 36,PTR.SQ.1001288,22/07/2026 17:30,19,,,CONFIRM,M. SANDI PRAWIRA,,,
92,SM-D000099,ILS,Tanah Merdeka Petra - Sinarmas,24/07/2026 17:07,SI DO DN F1O0000767 - JKTG50049600,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/07/2026 16:00,CNTD40FT,,40FT,18,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,T300/TMAL ,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,24/07/2026 17:07,18,,,CONFIRM,M. SANDI PRAWIRA,,,
93,SM-D000100,ILS,Tanah Merdeka Petra - Sinarmas,24/07/2026 17:07,SI DO : F1O0000599 - COAU6460998500 ,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/07/2026 16:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,UTC,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,24/07/2026 17:07,4,,,CONFIRM,M. SANDI PRAWIRA,,,
94,SM-D000101,ILS,Tanah Merdeka Petra - Sinarmas,24/07/2026 17:07,SI DO : F1O0000534 - COAU6460998380,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/07/2026 16:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,UTC,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,24/07/2026 17:07,2,,,CONFIRM,M. SANDI PRAWIRA,,,
95,SM-D000102,ILS,Tanah Merdeka Petra - Sinarmas,24/07/2026 17:07,SI DO : F1O0000600 - COAU6460998720,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/07/2026 16:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,UTC,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,24/07/2026 17:07,4,,,CONFIRM,M. SANDI PRAWIRA,,,
96,SM-D000103,ILS,Tanah Merdeka Petra - Sinarmas,24/07/2026 17:07,F1O0000531,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/07/2026 16:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,UTC,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,24/07/2026 17:07,2,,,CONFIRM,M. SANDI PRAWIRA,,,
97,SM-D000104,ILS,Tanah Merdeka Petra - Sinarmas,24/07/2026 17:07,SI DO DN F1O0000767 - JKTG50049600,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/07/2026 16:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,24/07/2026 17:07,1,,,CONFIRM,M. SANDI PRAWIRA,,,
98,SM-D000105,ILS,Tanah Merdeka Petra - Sinarmas,25/07/2026 11:00,SI DO DN F1O0000764 - GOSUJKT8129890,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/07/2026 16:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,25/07/2026 11:00,4,,,CONFIRM,M. SANDI PRAWIRA,,,
99,SM-D000106,ILS,Tanah Merdeka Petra - Sinarmas,26/07/2026 23:30,PDT - F1O0000674,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/07/2026 5:00,CNTD40FT,,40FT,31,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT Bunga Plum Logistik,,,DEPO PDT,,,Depo Arround Priok - Pancaran Depo  - 0 - 36,PTR.SQ.1001288,26/07/2026 23:30,31,,,CONFIRM,M. SANDI PRAWIRA,,,
100,SM-D000107,ILS,Tanah Merdeka Petra - Sinarmas,26/07/2026 23:30,PDT - F1O0000674,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/07/2026 5:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT Bunga Plum Logistik,,,DEPO PDT,,,Depo Arround Priok - Pancaran Depo  - 0 - 36,PTR.SQ.1001288,26/07/2026 23:30,2,,,CONFIRM,M. SANDI PRAWIRA,,,
101,SM-D000108,ILS,Tanah Merdeka Petra - Sinarmas,22/07/2026 17:30,SI DO : F1O0000675 - 2334109170,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,23/07/2026 10:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT Bunga Plum Logistik,,,DEPO PDT,,,Depo Arround Priok - Pancaran Depo  - 0 - 36,PTR.SQ.1001288,22/07/2026 17:30,1,,,CONFIRM,M. SANDI PRAWIRA,,,
102,SM-D000109,ILS,Tanah Merdeka Petra - Sinarmas,25/07/2026 11:05,SI DO DN F1O0000720 - GOSUJKT8129887,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/07/2026 11:05,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,25/07/2026 11:05,9,,,CONFIRM,M. SANDI PRAWIRA,,,
103,SM-D000112,ILS,Tanah Merdeka Petra - Sinarmas,27/07/2026 13:18,PDT - F1O0000674,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/07/2026 16:00,CNTD40FT,,40FT,17,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,27/07/2026 13:18,17,,,CONFIRM,M. SANDI PRAWIRA,,,
104,SM-D000113,ILS,Tanah Merdeka Petra - Sinarmas,27/07/2026 13:18,SI DO DN F1O0000819 - GOSUJKT8129889,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/07/2026 16:00,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,27/07/2026 13:18,9,,,CONFIRM,M. SANDI PRAWIRA,,,
105,SM-D000114,ILS,Tanah Merdeka Petra - Sinarmas,27/07/2026 16:00,SI DO : F1O0000662 - JKTG55277701,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/07/2026 21:00,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,KOJA,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,27/07/2026 16:00,9,,,CONFIRM,M. SANDI PRAWIRA,,,
106,SM-D000115,ILS,Tanah Merdeka Petra - Sinarmas,27/07/2026 18:00,SI DO DN F1O0000766 - 080600476901,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/07/2026 21:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,27/07/2026 18:00,4,,,CONFIRM,M. SANDI PRAWIRA,,,
107,SM-D000116,ILS,Tanah Merdeka Petra - Sinarmas,27/07/2026 18:00,SI DO DN F1O0000769 - 080600483613,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/07/2026 21:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,27/07/2026 18:00,4,,,CONFIRM,M. SANDI PRAWIRA,,,
108,SM-D000117,ILS,Tanah Merdeka Petra - Sinarmas,27/07/2026 18:00,SI DO : F1O0000638 - 274367958,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/07/2026 21:00,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,27/07/2026 18:00,6,,,CONFIRM,M. SANDI PRAWIRA,,,
109,SM-D000118,ILS,Tanah Merdeka Petra - Sinarmas,28/07/2026 10:00, SI DO DN F1O0000838 - 272866545,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/07/2026 21:00,CNTD40FT,,40FT,12,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,28/07/2026 10:00,12,,,CONFIRM,M. SANDI PRAWIRA,,,
110,SM-D000119,ILS,Tanah Merdeka Petra - Sinarmas,24/07/2026 14:00,SI DO : F1O0000608,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,25/07/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,24/07/2026 14:00,2,,,CONFIRM,M. SANDI PRAWIRA,,,
111,SM-D000120,ILS,Tanah Merdeka Petra - Sinarmas,28/07/2026 12:22,SI DO : F1O0000584 - JKTG56909300,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/07/2026 21:00,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,28/07/2026 12:22,5,,,CONFIRM,M. SANDI PRAWIRA,,,
112,SM-D000121,ILS,Tanah Merdeka Petra - Sinarmas,28/07/2026 15:14,F1O0000808 - 080600486451,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/07/2026 21:00,CNTD40FT,,40FT,13,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,28/07/2026 15:14,13,,,CONFIRM,M. SANDI PRAWIRA,,,
113,SM-D000122,ILS,Tanah Merdeka Petra - Sinarmas,28/07/2026 15:14,F1O0000707 - 274529826,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/07/2026 21:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,28/07/2026 15:14,10,,,CONFIRM,M. SANDI PRAWIRA,,,
114,SM-D000123,ILS,Tanah Merdeka Petra - Sinarmas,29/07/2026 11:24,F1O0000698 - 274410607,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/07/2026 21:00,CNTD40FT,,40FT,14,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,29/07/2026 11:24,14,,,CONFIRM,M. SANDI PRAWIRA,,,
115,SM-D000124,ILS,Tanah Merdeka Petra - Sinarmas,29/07/2026 13:00,F1O0000667 - 2334608990,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,30/07/2026 11:00,CNTD40FT,,40FT,21,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,29/07/2026 13:00,21,,,CONFIRM,M. SANDI PRAWIRA,,,
116,SM-D000125,ILS,Tanah Merdeka Petra - Sinarmas,30/07/2026 11:44,F1O0000688 - 274410052,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,30/07/2026 18:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,30/07/2026 11:44,10,,,CONFIRM,M. SANDI PRAWIRA,,,
117,SM-D000126,ILS,Tanah Merdeka Petra - Sinarmas,30/07/2026 15:26,F1O0000603 - 862IJP0031609,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,31/07/2026 8:00,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,30/07/2026 15:26,6,,,CONFIRM,M. SANDI PRAWIRA,,,
118,SM-D000127,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 10:30,F1O0000658 - 080600467138,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,31/07/2026 16:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,30/07/2026 15:26,10,,,CONFIRM,M. SANDI PRAWIRA,,,
119,SM-D000128,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 15:27,F1O0000550 - 862IJP0031103,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,01/08/2026 8:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,31/07/2026 15:27,4,,,CONFIRM,M. SANDI PRAWIRA,,,
120,SM-D000129,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 15:27,F1O0000757 - GOSUJKT8130223,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,01/08/2026 8:00,CNTD40FT,,40FT,18,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,31/07/2026 15:27,18,,,CONFIRM,M. SANDI PRAWIRA,,,
121,SM-D000130,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 15:27,F1O0000710 - 274591944,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,01/08/2026 8:00,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,31/07/2026 15:27,6,,,CONFIRM,M. SANDI PRAWIRA,,,
122,SM-D000131,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 15:27,F1O0000516 - 862IJP0031844,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,01/08/2026 8:00,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,31/07/2026 15:27,8,,,CONFIRM,M. SANDI PRAWIRA,,,
123,SM-D000132,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 15:27,F1O0000775 - EBKG17925685,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,01/08/2026 8:00,CNTD40FT,,40FT,7,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,31/07/2026 15:27,7,,,CONFIRM,M. SANDI PRAWIRA,,,
124,SM-D000133,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 15:27,F1O0000740 - 274616648,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,02/08/2026 8:00,CNTD40FT,,40FT,13,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,31/07/2026 15:27,13,,,CANCEL,M. SANDI PRAWIRA,,,
125,SM-D000134,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 15:27,F1O0000742 - 274617024,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,02/08/2026 8:00,CNTD40FT,,40FT,12,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,31/07/2026 15:27,12,,,CONFIRM,M. SANDI PRAWIRA,,,
126,SM-D000135,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 18:48,F1O0000611 - 862IJP0032630,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,02/08/2026 8:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,31/07/2026 18:48,10,,,CONFIRM,M. SANDI PRAWIRA,,,
127,SM-D000136,ILS,Tanah Merdeka Petra - Sinarmas,03/08/2026 11:20,SI DO : F1O0000675 - 2334109170,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,23/07/2026 10:00,CNTD40FT,,40FT,19,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,22/07/2026 17:30,19,,,CONFIRM,M. SANDI PRAWIRA,,,
128,SM-D000137,ILS,Tanah Merdeka Petra - Sinarmas,31/07/2026 15:27,F1O0000740 - 274616648,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,02/08/2026 8:00,CNTD40FT,,40FT,13,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,31/07/2026 15:27,13,,,CONFIRM,M. SANDI PRAWIRA,,,
129,SM-D000138,ILS,Tanah Merdeka Petra - Sinarmas,04/08/2026 13:50,F1O0000573 - EBKG17667437,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 13:50,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,NPCT 1,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,04/08/2026 13:50,1,,,CONFIRM,M. SANDI PRAWIRA,,,
130,SM-D000139,ILS,Tanah Merdeka Petra - Sinarmas,04/08/2026 14:07,F1O0000567 - EBKG17845180,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 13:50,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,KOJA,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,04/08/2026 13:50,1,,,CONFIRM,M. SANDI PRAWIRA,,,
131,SM-D000140,ILS,Tanah Merdeka Petra - Sinarmas,04/08/2026 15:09,F1O0000639,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 13:50,CNTD40FT,,40FT,25,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,KOJA,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,04/08/2026 13:50,25,,,CONFIRM,M. SANDI PRAWIRA,,,
132,SM-D000141,ILS,Tanah Merdeka Petra - Sinarmas,04/08/2026 15:29,F1O0000615 - 862IJP0031608,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 13:50,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,NPCT 1,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,04/08/2026 13:50,2,,,CONFIRM,M. SANDI PRAWIRA,,,
133,SM-D000142,ILS,Tanah Merdeka Petra - Sinarmas,04/08/2026 10:19,F1O0000811 - 2334719801,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 8:00,CNTD40FT,,40FT,14,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,04/08/2026 10:19,14,,,CONFIRM,M. SANDI PRAWIRA,,,
134,SM-D000143,ILS,Tanah Merdeka Petra - Sinarmas,04/08/2026 10:19,F1O0000827 - GOSUJKT8130535,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 8:00,CNTD40FT,,40FT,7,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,04/08/2026 10:19,7,,,CONFIRM,M. SANDI PRAWIRA,,,
135,SM-D000144,ILS,Tanah Merdeka Petra - Sinarmas,05/08/2026 10:09,F1O0000718 - 080600476650,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 8:00,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,05/08/2026 10:09,8,,,CONFIRM,M. SANDI PRAWIRA,,,
